,STATE_CODE,STATE_NAME,CITY,LATITUDE,LONGITUDE,YEAR,Unnamed: 6
0,AK,ALASKA,ADAK,55.999722,-161.207778,2001.0,
1,AK,ALASKA,AKIACHAK,60.891854,-161.39233,,
2,AK,ALASKA,AKIAK,60.890632,-161.199325,1970.0,
3,AK,ALASKA,AKUTAN,54.143012,-165.785368,1979.0,
4,AK,ALASKA,ALAKANUK,62.746967,-164.60228,1969.0,
5,AK,ALASKA,ALEKNAGIK,59.269688,-158.619882,1973.0,
6,AK,ALASKA,ALLAKAKET,66.543197,-152.712155,1975.0,
7,AK,ALASKA,AMBLER,67.46951,-156.455652,1971.0,
8,AK,ALASKA,ANAKTUVUK PASS,68.11878,-151.679005,,
9,AK,ALASKA,ANCHOR POINT,59.788818,-151.732933,,
10,AK,ALASKA,ANCHORAGE,61.211571,-149.876077,,
11,AK,ALASKA,ANDERSON,64.300693,-149.1718,1962.0,
12,AK,ALASKA,ANGOON,57.569832,-134.371052,1963.0,
13,AK,ALASKA,ANIAK,61.691648,-157.758502,1972.0,
14,AK,ALASKA,ANVIK,62.830913,-160.130441,1969.0,
15,AK,ALASKA,ARCTIC VILLAGE,68.077395,-145.423115,,
16,AK,ALASKA,ATKA,52.199167,-174.213333,1988.0,
17,AK,ALASKA,ATQASUK,71.290556,-156.788611,1982.0,
18,AK,ALASKA,AUKE BAY,58.3833,-134.6597,,
19,AK,ALASKA,BARROW,71.234637,-156.817409,,
20,AK,ALASKA,BEAVER,66.33883,-147.279803,,
21,AK,ALASKA,BETHEL,60.832389,-161.824053,1957.0,
22,AK,ALASKA,BETTLES FIELD,67.100495,-151.062414,,
23,AK,ALASKA,BIG LAKE,61.5842,-149.4401,,
24,AK,ALASKA,BREVIG MISSION,65.334187,-166.478578,,
25,AK,ALASKA,BUCKLAND,65.981052,-161.131676,1966.0,
26,AK,ALASKA,CANTWELL,63.395458,-148.89735,,
27,AK,ALASKA,CENTRAL,65.468058,-144.74886,,
28,AK,ALASKA,CHALKYITSIK,66.719,-143.638121,,
29,AK,ALASKA,CHEFORNAK,60.153746,-164.210294,1974.0,
30,AK,ALASKA,CHEVAK,61.583982,-164.776457,1967.0,
31,AK,ALASKA,CHICKEN,64.075,-141.933333,,
32,AK,ALASKA,CHIGNIK,56.301639,-158.415696,1983.0,
33,AK,ALASKA,CHIGNIK LAGOON,56.251277,-158.673528,,
34,AK,ALASKA,CHIGNIK LAKE,56.255556,-158.7625,,
35,AK,ALASKA,CHITINA,61.516667,-144.436667,,
36,AK,ALASKA,CHUGIAK,61.409802,-149.453736,,
37,AK,ALASKA,CIRCLE,65.824542,-144.08262,,
38,AK,ALASKA,CLAM GULCH,60.201603,-151.422628,,
39,AK,ALASKA,CLARKS POINT,58.84921,-158.451241,,
40,AK,ALASKA,CLEAR,64.418121,-149.139885,,
41,AK,ALASKA,COFFMAN COVE,55.342222,-131.646111,,
42,AK,ALASKA,COLD BAY,55.610952,-161.942941,,
43,AK,ALASKA,COOPER LANDING,60.476692,-149.823514,,
44,AK,ALASKA,COPPER CENTER,61.91581,-144.97793,,
45,AK,ALASKA,CORDOVA,60.102558,-147.943316,1909.0,
46,AK,ALASKA,CRAIG,55.47317,-133.117081,1922.0,
47,AK,ALASKA,CROOKED CREEK,61.818072,-158.002483,,
48,AK,ALASKA,DEERING,66.062265,-162.711951,1970.0,
49,AK,ALASKA,DELTA JUNCTION,64.005426,-145.613611,,
50,AK,ALASKA,DENALI NATIONAL PARK,63.516075,-149.539532,,
51,AK,ALASKA,DILLINGHAM,59.059279,-158.973533,1963.0,
52,AK,ALASKA,DOUGLAS,58.275597,-134.395041,,
53,AK,ALASKA,DUTCH HARBOR,53.362757,-167.510656,,
54,AK,ALASKA,EAGLE,64.783333,-141.2,1901.0,
55,AK,ALASKA,EAGLE RIVER,61.311357,-149.508515,,
56,AK,ALASKA,EEK,60.215058,-162.032341,1970.0,
57,AK,ALASKA,EGEGIK,58.206174,-157.342202,1985.0,
58,AK,ALASKA,EIELSON AFB,64.67352,-147.08051,,
59,AK,ALASKA,EKWOK,59.362792,-157.478211,1974.0,
60,AK,ALASKA,ELFIN COVE,58.195,-136.358333,,
61,AK,ALASKA,ELIM,64.621662,-162.260371,1970.0,
62,AK,ALASKA,ELMENDORF AFB,61.251531,-149.812667,,
63,AK,ALASKA,EMMONAK,62.827404,-164.131298,1964.0,
64,AK,ALASKA,ESTER,64.846667,-148.016667,,
65,AK,ALASKA,FAIRBANKS,64.840238,-147.710431,1903.0,
66,AK,ALASKA,FALSE PASS,54.841028,-163.436845,,
67,AK,ALASKA,FORT GREELY,64.036667,-145.733333,,
68,AK,ALASKA,FORT RICHARDSON,61.275256,-149.675454,,
69,AK,ALASKA,FORT WAINWRIGHT,64.828303,-147.655673,,
70,AK,ALASKA,FORT YUKON,66.520744,-145.306439,,
71,AK,ALASKA,GAKONA,62.654744,-143.568393,,
72,AK,ALASKA,GALENA,64.760784,-156.797701,1971.0,
73,AK,ALASKA,GAMBELL,63.776555,-171.701685,1963.0,
74,AK,ALASKA,GIRDWOOD,60.9425,-149.166389,,
75,AK,ALASKA,GLENNALLEN,62.103895,-145.661684,,
76,AK,ALASKA,GOODNEWS BAY,59.085008,-161.587146,,
77,AK,ALASKA,GRAYLING,63.372013,-159.404907,1969.0,
78,AK,ALASKA,GUSTAVUS,58.42835,-135.761542,2004.0,
79,AK,ALASKA,HAINES,59.251886,-135.542032,,
80,AK,ALASKA,HEALY,63.917123,-149.011128,,
81,AK,ALASKA,HOLY CROSS,62.192584,-159.825092,,
82,AK,ALASKA,HOMER,59.665495,-151.462644,1964.0,
83,AK,ALASKA,HOONAH,58.032237,-135.558435,1946.0,
84,AK,ALASKA,HOOPER BAY,61.537157,-165.891045,,
85,AK,ALASKA,HOPE,60.92,-149.641667,,
86,AK,ALASKA,HOUSTON,61.633611,-149.841111,1966.0,
87,AK,ALASKA,HUGHES,66.038246,-154.26443,1973.0,
88,AK,ALASKA,HUSLIA,65.689918,-156.291976,1969.0,
89,AK,ALASKA,HYDABURG,55.137406,-132.633175,1927.0,
90,AK,ALASKA,HYDER,55.925867,-130.124915,,
91,AK,ALASKA,ILIAMNA,59.564836,-155.462556,,
92,AK,ALASKA,INDIAN,60.9804,-149.4917,,
93,AK,ALASKA,JUNEAU,58.362767,-134.529429,,
94,AK,ALASKA,KAKE,56.975833,-133.947222,1952.0,
95,AK,ALASKA,KAKTOVIK,70.042889,-143.631329,1971.0,
96,AK,ALASKA,KALSKAG,61.541006,-160.3261,,
97,AK,ALASKA,KALTAG,64.330452,-158.724251,1969.0,
98,AK,ALASKA,KARLUK,57.57,-154.458333,,
99,AK,ALASKA,KASIGLUK,60.895556,-162.520556,,
100,AK,ALASKA,KASILOF,60.316365,-151.28958,,
101,AK,ALASKA,KENAI,60.614467,-151.254556,1960.0,
102,AK,ALASKA,KETCHIKAN,55.372028,-131.683175,1900.0,
103,AK,ALASKA,KIANA,67.18026,-158.152204,1964.0,
104,AK,ALASKA,KING COVE,55.062848,-162.305561,,
105,AK,ALASKA,KING SALMON,58.724264,-156.641603,,
106,AK,ALASKA,KIPNUK,59.923204,-164.101013,,
107,AK,ALASKA,KIVALINA,67.665859,-163.733617,1969.0,
108,AK,ALASKA,KLAWOCK,55.552611,-133.055503,1929.0,
109,AK,ALASKA,KOBUK,66.912253,-157.066864,1973.0,
110,AK,ALASKA,KODIAK,57.781967,-152.500169,1940.0,
111,AK,ALASKA,KONGIGANAK,60.9888,-149.4116,,
112,AK,ALASKA,KOTLIK,63.029471,-163.554153,1970.0,
113,AK,ALASKA,KOTZEBUE,66.846459,-162.126493,1958.0,
114,AK,ALASKA,KOYUK,64.931668,-161.149957,1970.0,
115,AK,ALASKA,KOYUKUK,64.883333,-157.7,1973.0,
116,AK,ALASKA,KWETHLUK,60.771814,-161.38849,1975.0,
117,AK,ALASKA,KWIGILLINGOK,59.881022,-162.984938,,
118,AK,ALASKA,LAKE MINCHUMINA,63.903884,-152.430081,,
119,AK,ALASKA,LARSEN BAY,57.538333,-153.98,,
120,AK,ALASKA,LEVELOCK,59.371395,-154.976815,,
121,AK,ALASKA,LOWER KALSKAG,61.51377,-160.359966,,
122,AK,ALASKA,MANLEY HOT SPRINGS,65.02058,-150.573267,,
123,AK,ALASKA,MANOKOTAK,59.009559,-158.989699,1970.0,
124,AK,ALASKA,MARSHALL,61.837087,-161.7394,1970.0,
125,AK,ALASKA,MC GRATH,62.967153,-155.585153,,
126,AK,ALASKA,MEKORYUK,60.365679,-166.283583,1969.0,
127,AK,ALASKA,METLAKATLA,55.121491,-131.579001,,
128,AK,ALASKA,MEYERS CHUCK,55.741667,-132.253333,,
129,AK,ALASKA,MINTO,65.058399,-149.691186,,
130,AK,ALASKA,MOOSE PASS,60.85852,-149.255911,,
131,AK,ALASKA,MOUNTAIN VILLAGE,62.158913,-163.883822,,
132,AK,ALASKA,NAKNEK,58.885699,-156.705405,,
133,AK,ALASKA,NAPAKIAK,60.663758,-161.738144,1970.0,
134,AK,ALASKA,NENANA,64.557656,-149.086744,1921.0,
135,AK,ALASKA,NEW STUYAHOK,59.593533,-157.297205,,
136,AK,ALASKA,NIGHTMUTE,60.479444,-164.723889,1974.0,
137,AK,ALASKA,NIKISKI,60.690278,-151.288889,,
138,AK,ALASKA,NIKOLAI,63.001603,-154.381247,1970.0,
139,AK,ALASKA,NIKOLSKI,52.988337,-168.788427,,
140,AK,ALASKA,NINILCHIK,60.010833,-151.639604,,
141,AK,ALASKA,NOATAK,66.97553,-160.509453,,
142,AK,ALASKA,NOME,64.505775,-165.310667,1901.0,
143,AK,ALASKA,NONDALTON,60.030837,-154.731675,1971.0,
144,AK,ALASKA,NOORVIK,66.836353,-161.044132,1964.0,
145,AK,ALASKA,NORTH POLE,64.78049,-147.369353,,
146,AK,ALASKA,NORTHWAY,62.964167,-141.908611,,
147,AK,ALASKA,NUIQSUT,70.192737,-150.997119,1975.0,
148,AK,ALASKA,NULATO,64.778024,-157.991353,1963.0,
149,AK,ALASKA,NUNAM IQUA,62.509167,-164.453333,,
150,AK,ALASKA,NUNAPITCHUK,60.896944,-162.459444,1969.0,
151,AK,ALASKA,OLD HARBOR,57.202778,-153.303889,,
152,AK,ALASKA,OUZINKIE,57.925,-152.491667,1967.0,
153,AK,ALASKA,PALMER,61.613814,-149.065323,1951.0,
154,AK,ALASKA,PEDRO BAY,59.92238,-153.821856,,
155,AK,ALASKA,PELICAN,57.960833,-136.2275,1943.0,
156,AK,ALASKA,PERRYVILLE,55.945289,-159.259333,,
157,AK,ALASKA,PETERSBURG,56.827134,-133.160683,,
158,AK,ALASKA,PILOT POINT,57.595193,-157.449272,,
159,AK,ALASKA,PILOT STATION,61.946159,-162.874716,,
160,AK,ALASKA,PLATINUM,58.63364,-162.043201,1975.0,
161,AK,ALASKA,POINT BAKER,56.307858,-133.376372,,
162,AK,ALASKA,POINT HOPE,68.312058,-166.72618,,
163,AK,ALASKA,POINT LAY,69.705626,-162.906148,,
164,AK,ALASKA,PORT ALEXANDER,57.05,-135.333333,,
165,AK,ALASKA,PORT ALSWORTH,60.636416,-154.433803,,
166,AK,ALASKA,PORT HEIDEN,56.964333,-158.566367,,
167,AK,ALASKA,PORT LIONS,57.866667,-152.883333,,
168,AK,ALASKA,PRUDHOE BAY,70.070057,-148.559636,,
169,AK,ALASKA,QUINHAGAK,59.738057,-161.874938,1969.0,
170,AK,ALASKA,RAMPART,65.383627,-150.011201,,
171,AK,ALASKA,RED DEVIL,61.735389,-157.195969,,
172,AK,ALASKA,RUBY,64.720062,-155.503872,1973.0,
173,AK,ALASKA,RUSSIAN MISSION,61.591302,-161.558413,,
174,AK,ALASKA,SAINT GEORGE ISLAND,56.60324,-169.547257,,
175,AK,ALASKA,SAINT MARYS,62.054106,-163.205263,,
176,AK,ALASKA,SAINT MICHAEL,63.47759,-162.109141,,
177,AK,ALASKA,SAINT PAUL ISLAND,57.178697,-170.293408,,
178,AK,ALASKA,SALCHA,64.50905,-146.952974,,
179,AK,ALASKA,SAND POINT,55.319236,-160.491435,,
180,AK,ALASKA,SAVOONGA,63.679737,-170.470908,1969.0,
181,AK,ALASKA,SCAMMON BAY,61.845019,-165.581945,,
182,AK,ALASKA,SELAWIK,65.713537,-158.534287,1977.0,
183,AK,ALASKA,SELDOVIA,59.436667,-151.708333,1945.0,
184,AK,ALASKA,SEWARD,60.132874,-149.39849,1912.0,
185,AK,ALASKA,SHAGELUK,62.661092,-159.52816,1970.0,
186,AK,ALASKA,SHAKTOOLIK,64.375498,-161.174589,1969.0,
187,AK,ALASKA,SHISHMAREF,66.230562,-166.137276,1969.0,
188,AK,ALASKA,SHUNGNAK,66.958141,-157.613496,1967.0,
189,AK,ALASKA,SITKA,57.051436,-135.316569,,
190,AK,ALASKA,SKAGWAY,59.468471,-135.301794,,
191,AK,ALASKA,SKWENTNA,61.958333,-151.181667,,
192,AK,ALASKA,SLEETMUTE,61.634555,-157.118284,,
193,AK,ALASKA,SOLDOTNA,60.481778,-151.13582,1967.0,
194,AK,ALASKA,SOUTH NAKNEK,58.736221,-156.850289,,
195,AK,ALASKA,STEBBINS,63.478468,-162.227355,1969.0,
196,AK,ALASKA,STERLING,60.520373,-150.849792,1794.0,
197,AK,ALASKA,STEVENS VILLAGE,65.995894,-149.118286,,
198,AK,ALASKA,SUTTON,61.796667,-148.462778,,
199,AK,ALASKA,TAKOTNA,62.948889,-155.566389,,
200,AK,ALASKA,TALKEETNA,62.260516,-150.110097,,
201,AK,ALASKA,TANACROSS,63.385278,-143.346389,,
202,AK,ALASKA,TANANA,65.156483,-152.103747,1961.0,
203,AK,ALASKA,TATITLEK,60.864722,-146.678611,,
204,AK,ALASKA,TELLER,65.240164,-166.3833,1963.0,
205,AK,ALASKA,TENAKEE SPRINGS,57.78,-135.216667,,
206,AK,ALASKA,THORNE BAY,55.66086,-132.513815,,
207,AK,ALASKA,TOGIAK,59.066667,-160.4,1969.0,
208,AK,ALASKA,TOK,63.333333,-142.983333,,
209,AK,ALASKA,TOKSOOK BAY,60.537,-165.097,,
210,AK,ALASKA,TRAPPER CREEK,61.441361,-150.284455,,
211,AK,ALASKA,TULUKSAK,61.108848,-160.938924,,
212,AK,ALASKA,TUNTUTULIAK,60.8438,-161.6372,,
213,AK,ALASKA,TUNUNAK,60.539322,-165.097464,,
214,AK,ALASKA,TWO RIVERS,64.871944,-147.038056,,
215,AK,ALASKA,TYONEK,61.117929,-151.348495,,
216,AK,ALASKA,UNALAKLEET,63.883478,-160.788365,1974.0,
217,AK,ALASKA,UNALASKA,53.887114,-166.519855,1942.0,
218,AK,ALASKA,VALDEZ,60.895044,-146.195628,1901.0,
219,AK,ALASKA,VENETIE,67.010446,-146.413723,,
220,AK,ALASKA,WAINWRIGHT,70.620064,-160.012532,1962.0,
221,AK,ALASKA,WALES,65.688212,-168.520521,1964.0,
222,AK,ALASKA,WARD COVE,55.408333,-131.725,,
223,AK,ALASKA,WASILLA,61.5814,-149.4394,1974.0,
224,AK,ALASKA,WHITE MOUNTAIN,64.702791,-163.42185,,
225,AK,ALASKA,WHITTIER,60.775,-148.683333,1969.0,
226,AK,ALASKA,WILLOW,61.771511,-150.188891,,
227,AK,ALASKA,WRANGELL,56.433524,-132.352918,,
228,AK,ALASKA,YAKUTAT,59.620211,-139.778858,,
229,AL,ALABAMA,ABBEVILLE,31.575479,-85.279044,1859.0,
230,AL,ALABAMA,ABERNANT,33.290278,-87.198056,,
231,AL,ALABAMA,ADAMSVILLE,33.588437,-86.959727,1953.0,
232,AL,ALABAMA,ADDISON,34.205571,-87.194766,1949.0,
233,AL,ALABAMA,ADGER,33.434277,-87.167455,,
234,AL,ALABAMA,AKRON,32.872354,-87.708558,1918.0,
235,AL,ALABAMA,ALABASTER,33.236868,-86.812861,1953.0,
236,AL,ALABAMA,ALBERTA,32.144889,-87.342503,,
237,AL,ALABAMA,ALBERTVILLE,34.273859,-86.206447,1891.0,
238,AL,ALABAMA,ALEXANDER CITY,32.941445,-85.951086,,
239,AL,ALABAMA,ALEXANDRIA,33.780785,-85.892447,,
240,AL,ALABAMA,ALICEVILLE,33.122813,-88.166689,1907.0,
241,AL,ALABAMA,ALLGOOD,33.911944,-86.509444,1959.0,
242,AL,ALABAMA,ALMA,31.463889,-87.753889,,
243,AL,ALABAMA,ALPINE,33.331165,-86.208934,,
244,AL,ALABAMA,ALTON,33.579167,-86.6375,,
245,AL,ALABAMA,ALTOONA,34.042916,-86.350879,1907.0,
246,AL,ALABAMA,ANDALUSIA,31.297142,-86.490468,1901.0,
247,AL,ALABAMA,ANDERSON,34.951777,-87.272327,1973.0,
248,AL,ALABAMA,ANNEMANIE,32.052778,-87.570833,,
249,AL,ALABAMA,ANNISTON,33.653896,-85.838152,1879.0,
250,AL,ALABAMA,ARAB,34.328339,-86.489638,1892.0,
251,AL,ALABAMA,ARDMORE,34.980447,-86.834612,1945.0,
252,AL,ALABAMA,ARITON,31.582996,-85.707716,1906.0,
253,AL,ALABAMA,ARLEY,34.063234,-87.182761,1965.0,
254,AL,ALABAMA,ARLINGTON,32.066784,-87.559691,,
255,AL,ALABAMA,ASHFORD,31.1888,-85.253488,1891.0,
256,AL,ALABAMA,ASHLAND,33.247363,-85.828976,1871.0,
257,AL,ALABAMA,ASHVILLE,33.837366,-86.255167,1822.0,
258,AL,ALABAMA,ATHENS,34.803604,-86.970733,1818.0,
259,AL,ALABAMA,ATMORE,31.057245,-87.487347,1907.0,
260,AL,ALABAMA,ATTALLA,34.029597,-86.096717,1872.0,
261,AL,ALABAMA,AUBURN,32.602043,-85.489001,1839.0,
262,AL,ALABAMA,AUBURN UNIVERSITY,32.601,-85.4882,,
263,AL,ALABAMA,AUTAUGAVILLE,32.462462,-86.714938,1839.0,
264,AL,ALABAMA,AXIS,31.006817,-88.04274,,
265,AL,ALABAMA,BAILEYTON,34.268298,-86.621299,1973.0,
266,AL,ALABAMA,BANKS,31.836792,-85.799844,1897.0,
267,AL,ALABAMA,BANKSTON,33.70083,-87.68965,,
268,AL,ALABAMA,BAY MINETTE,30.86354,-87.76444,,
269,AL,ALABAMA,BAYOU LA BATRE,30.407983,-88.250697,,
270,AL,ALABAMA,BEAR CREEK,34.213469,-87.686083,,
271,AL,ALABAMA,BEATRICE,31.727324,-87.171912,1901.0,
272,AL,ALABAMA,BEAVERTON,33.942877,-88.01567,1910.0,
273,AL,ALABAMA,BELK,33.6475,-87.931389,1968.0,
274,AL,ALABAMA,BELLAMY,32.448889,-88.133611,,
275,AL,ALABAMA,BELLE MINA,34.656667,-86.879167,,
276,AL,ALABAMA,BELLWOOD,31.173056,-85.793333,,
277,AL,ALABAMA,BERRY,33.694485,-87.622563,1883.0,
278,AL,ALABAMA,BESSEMER,33.409002,-86.947547,1887.0,
279,AL,ALABAMA,BILLINGSLEY,32.610578,-86.716301,1901.0,
280,AL,ALABAMA,BIRMINGHAM,33.519,-86.8014,1871.0,
281,AL,ALABAMA,BIRMINGHAM,33.401559,-86.705511,1871.0,
282,AL,ALABAMA,BLACK,31.01318,-85.745634,1906.0,
283,AL,ALABAMA,BLOUNTSVILLE,34.092937,-86.568628,1827.0,
284,AL,ALABAMA,BOAZ,34.173889,-86.121111,1884.0,
285,AL,ALABAMA,BOAZ,34.173686,-86.148003,1884.0,
286,AL,ALABAMA,BOLIGEE,32.774646,-88.026652,1926.0,
287,AL,ALABAMA,BON AIR,33.263611,-86.335556,,
288,AL,ALABAMA,BON SECOUR,30.328883,-87.721355,,
289,AL,ALABAMA,BOOTH,32.500278,-86.571944,,
290,AL,ALABAMA,BOYKIN,32.077778,-87.281389,,
291,AL,ALABAMA,BRANTLEY,31.570963,-86.274343,1892.0,
292,AL,ALABAMA,BREMEN,33.973664,-87.004281,,
293,AL,ALABAMA,BRENT,32.93567,-87.211387,1913.0,
294,AL,ALABAMA,BREWTON,31.118926,-87.067325,1885.0,
295,AL,ALABAMA,BRIDGEPORT,34.944638,-85.727681,1890.0,
296,AL,ALABAMA,BRIERFIELD,33.042747,-86.951672,,
297,AL,ALABAMA,BRILLIANT,34.037702,-87.756315,1957.0,
298,AL,ALABAMA,BROOKLYN,31.2625,-86.771111,1786.0,
299,AL,ALABAMA,BROOKSIDE,33.637778,-86.916667,1896.0,
300,AL,ALABAMA,BROOKWOOD,33.277523,-87.309025,1977.0,
301,AL,ALABAMA,BROWNSBORO,34.716733,-86.468703,,
302,AL,ALABAMA,BRUNDIDGE,31.701324,-85.817668,1890.0,
303,AL,ALABAMA,BRYANT,34.945026,-85.632445,,
304,AL,ALABAMA,BUCKS,31.010278,-88.024167,,
305,AL,ALABAMA,BUHL,33.249448,-87.718886,,
306,AL,ALABAMA,BURNT CORN,31.458009,-86.925771,,
307,AL,ALABAMA,BURNWELL,33.707778,-87.0875,,
308,AL,ALABAMA,BUTLER,32.082906,-88.206391,1847.0,
309,AL,ALABAMA,BYNUM,33.613056,-85.961111,,
310,AL,ALABAMA,CALERA,33.1098,-86.755987,1887.0,
311,AL,ALABAMA,CALVERT,31.160556,-88.031111,,
312,AL,ALABAMA,CAMDEN,32.004732,-87.295049,1841.0,
313,AL,ALABAMA,CAMP HILL,32.782749,-85.64738,,
314,AL,ALABAMA,CAMPBELL,31.963512,-88.006072,,
315,AL,ALABAMA,CAPSHAW,34.773056,-86.792778,,
316,AL,ALABAMA,CARBON HILL,33.909252,-87.540328,,
317,AL,ALABAMA,CARDIFF,33.645556,-86.933611,1900.0,
318,AL,ALABAMA,CARLTON,31.322449,-87.837793,,
319,AL,ALABAMA,CARROLLTON,33.248506,-88.132122,1831.0,
320,AL,ALABAMA,CASTLEBERRY,31.326113,-87.026754,1912.0,
321,AL,ALABAMA,CATHERINE,32.182,-87.483623,,
322,AL,ALABAMA,CECIL,32.300891,-86.011241,,
323,AL,ALABAMA,CEDAR BLUFF,34.241662,-85.602567,,
324,AL,ALABAMA,CENTRE,34.111592,-85.609229,1899.0,
325,AL,ALABAMA,CENTREVILLE,32.950324,-87.11924,1832.0,
326,AL,ALABAMA,CHANCELLOR,31.173379,-85.910897,,
327,AL,ALABAMA,CHAPMAN,31.671111,-86.712222,,
328,AL,ALABAMA,CHATOM,31.487638,-88.269887,1949.0,
329,AL,ALABAMA,CHELSEA,33.371582,-86.614132,1996.0,
330,AL,ALABAMA,CHEROKEE,34.744188,-87.972445,1871.0,
331,AL,ALABAMA,CHILDERSBURG,33.266928,-86.337622,1889.0,
332,AL,ALABAMA,CHOCCOLOCCO,33.659167,-85.703611,,
333,AL,ALABAMA,CHUNCHULA,30.991178,-88.131126,,
334,AL,ALABAMA,CITRONELLE,31.042533,-88.254949,1892.0,
335,AL,ALABAMA,CLANTON,32.835532,-86.642472,1873.0,
336,AL,ALABAMA,CLAY,33.7025,-86.599722,2000.0,
337,AL,ALABAMA,CLAYTON,31.887413,-85.450932,1841.0,
338,AL,ALABAMA,CLEVELAND,33.992106,-86.559355,1964.0,
339,AL,ALABAMA,CLINTON,32.913611,-87.9925,1838.0,
340,AL,ALABAMA,CLIO,31.68521,-85.590419,1890.0,
341,AL,ALABAMA,CLOPTON,31.602843,-85.482308,,
342,AL,ALABAMA,CLOVERDALE,34.938611,-87.771389,,
343,AL,ALABAMA,COALING,33.158889,-87.340833,1997.0,
344,AL,ALABAMA,CODEN,30.418834,-88.168276,,
345,AL,ALABAMA,COFFEE SPRINGS,31.138758,-85.918224,,
346,AL,ALABAMA,COFFEEVILLE,31.78428,-88.071542,1819.0,
347,AL,ALABAMA,COKER,33.252612,-87.636528,1999.0,
348,AL,ALABAMA,COLLINSVILLE,34.267957,-85.861969,1901.0,
349,AL,ALABAMA,COLUMBIA,31.335235,-85.145488,1870.0,
350,AL,ALABAMA,COLUMBIANA,33.176964,-86.616145,1837.0,
351,AL,ALABAMA,COOK SPRINGS,33.589722,-86.361944,,
352,AL,ALABAMA,COOSADA,32.496667,-86.331667,1975.0,
353,AL,ALABAMA,CORDOVA,33.768033,-87.18406,1900.0,
354,AL,ALABAMA,COTTONDALE,33.176667,-87.387051,,
355,AL,ALABAMA,COTTONTON,32.146667,-85.073889,,
356,AL,ALABAMA,COTTONWOOD,31.098934,-85.375665,1903.0,
357,AL,ALABAMA,COURTLAND,34.671866,-87.314255,1828.0,
358,AL,ALABAMA,COWARTS,31.2,-85.304722,1961.0,
359,AL,ALABAMA,COY,31.888851,-87.392558,,
360,AL,ALABAMA,CRAGFORD,33.217148,-85.710797,,
361,AL,ALABAMA,CRANE HILL,34.082117,-87.048395,,
362,AL,ALABAMA,CREOLA,30.901267,-88.017414,1978.0,
363,AL,ALABAMA,CROPWELL,33.506448,-86.280026,,
364,AL,ALABAMA,CROSSVILLE,34.258784,-86.030575,1942.0,
365,AL,ALABAMA,CUBA,32.410973,-88.361083,1901.0,
366,AL,ALABAMA,CULLMAN,34.176146,-86.829777,1875.0,
367,AL,ALABAMA,CUSSETA,32.803194,-85.215791,1853.0,
368,AL,ALABAMA,DADEVILLE,32.82239,-85.770395,1879.0,
369,AL,ALABAMA,DALEVILLE,31.281091,-85.730473,1958.0,
370,AL,ALABAMA,DANVILLE,34.452189,-87.053187,,
371,AL,ALABAMA,DAPHNE,30.61972,-87.889522,1927.0,
372,AL,ALABAMA,DAUPHIN ISLAND,30.252057,-88.109644,,
373,AL,ALABAMA,DAVISTON,33.033471,-85.753831,1887.0,
374,AL,ALABAMA,DAWSON,34.356838,-85.929161,,
375,AL,ALABAMA,DE ARMANVILLE,33.626389,-85.751389,,
376,AL,ALABAMA,DEATSVILLE,32.613405,-86.338211,1903.0,
377,AL,ALABAMA,DECATUR,34.589599,-86.98868,1834.0,
378,AL,ALABAMA,DEER PARK,31.184892,-88.32731,,
379,AL,ALABAMA,DELMAR,34.17,-87.605833,,
380,AL,ALABAMA,DELTA,33.457303,-85.679279,,
381,AL,ALABAMA,DEMOPOLIS,32.490792,-87.839669,1821.0,
382,AL,ALABAMA,DETROIT,34.010874,-88.16063,1955.0,
383,AL,ALABAMA,DICKINSON,31.717167,-87.656929,,
384,AL,ALABAMA,DIXONS MILLS,32.067209,-87.745356,,
385,AL,ALABAMA,DOCENA,33.559444,-86.931111,,
386,AL,ALABAMA,DOLOMITE,33.465424,-86.956435,,
387,AL,ALABAMA,DORA,33.734947,-87.040148,1897.0,
388,AL,ALABAMA,DOTHAN,31.202888,-85.418036,1885.0,
389,AL,ALABAMA,DOUBLE SPRINGS,34.138682,-87.397431,,
390,AL,ALABAMA,DOUGLAS,34.173611,-86.323611,1978.0,
391,AL,ALABAMA,DOZIER,31.506614,-86.366315,1907.0,
392,AL,ALABAMA,DUNCANVILLE,33.082815,-87.494977,,
393,AL,ALABAMA,DUTTON,34.604558,-85.906729,1962.0,
394,AL,ALABAMA,EAST TALLASSEE,32.607222,-85.808056,,
395,AL,ALABAMA,EASTABOGA,33.603132,-85.96075,,
396,AL,ALABAMA,ECHOLA,33.316559,-87.807202,,
397,AL,ALABAMA,ECLECTIC,32.65419,-86.031614,1907.0,
398,AL,ALABAMA,EDWARDSVILLE,33.707222,-85.509167,1867.0,
399,AL,ALABAMA,EIGHT MILE,30.795074,-88.182311,,
400,AL,ALABAMA,ELBA,31.41373,-86.077728,1893.0,
401,AL,ALABAMA,ELBERTA,30.394239,-87.58896,1952.0,
402,AL,ALABAMA,ELDRIDGE,33.931546,-87.619397,1970.0,
403,AL,ALABAMA,ELKMONT,34.915241,-86.910452,1873.0,
404,AL,ALABAMA,ELMORE,32.545378,-86.316134,1997.0,
405,AL,ALABAMA,ELROD,33.343678,-87.801429,,
406,AL,ALABAMA,EMELLE,32.754963,-88.305747,1981.0,
407,AL,ALABAMA,EMPIRE,33.825589,-87.016139,,
